experiment_id,eval,K,selector,baseline,n_events,n_wallet_clusters,bootstrap_B,point_incremental_diff,ci95_low,ci95_high,p_two_sided,relative_improvement_vs_baseline,holm_p_all_registered_comparisons,holm_p_primary_K100_family
SEL_STATS_001,test_aug,100,dynamic_influence,no_selection,1000,841,2000,0.004059756115933559,-0.004038452368493211,0.012598805378228982,0.32283858070964516,,1.0,
SEL_STATS_001,test_aug,250,hybrid,random,1000,841,2000,0.08604622224581189,0.07055705763273938,0.10106279153091226,0.0009995002498750624,3.131576154661556,0.3148425787106447,
SEL_STATS_001,test_aug,250,hybrid,volume,1000,841,2000,0.10109391260643202,0.08213491179121153,0.11887774657062017,0.0009995002498750624,8.133529877579386,0.3148425787106447,
SEL_STATS_001,test_aug,250,hybrid,activity,1000,841,2000,0.09410386045209847,0.076209827410684,0.11237101626313076,0.0009995002498750624,4.845885751905472,0.3148425787106447,
SEL_STATS_001,test_aug,250,hybrid,static_pagerank,1000,841,2000,0.08179657695347697,0.06455347008102294,0.09939093587469436,0.0009995002498750624,2.578169076301554,0.3148425787106447,
SEL_STATS_001,test_aug,250,hybrid,no_selection,1000,841,2000,0.11352319166829472,0.09391212707160125,0.13184411003787913,0.0009995002498750624,,0.3148425787106447,
SEL_STATS_001,test_aug,250,reasoning_value,random,1000,841,2000,0.09536934076977165,0.08160440247335471,0.10975615914007339,0.0009995002498750624,3.4708828074662565,0.3148425787106447,
SEL_STATS_001,test_aug,250,reasoning_value,volume,1000,841,2000,0.11041703113039178,0.09298407685282284,0.12853862941429367,0.0009995002498750624,8.883623143452407,0.3148425787106447,
SEL_STATS_001,test_aug,250,reasoning_value,activity,1000,841,2000,0.10342697897605824,0.08614590509903294,0.1234809964522888,0.0009995002498750624,5.325980479173116,0.3148425787106447,
SEL_STATS_001,test_aug,250,reasoning_value,static_pagerank,1000,841,2000,0.09111969547743672,0.07358044333647802,0.10940729684620744,0.0009995002498750624,2.8720270440602578,0.3148425787106447,
SEL_STATS_001,test_aug,250,reasoning_value,no_selection,1000,841,2000,0.12284631019225445,0.10501176477432338,0.140791927356232,0.0009995002498750624,,0.3148425787106447,
SEL_STATS_001,test_aug,250,dynamic_influence,random,1000,841,2000,-0.0019685666918157424,-0.014178733122153191,0.010652445576676607,0.767616191904048,-0.07164424364082081,1.0,
SEL_STATS_001,test_aug,250,dynamic_influence,volume,1000,841,2000,0.013079123668804388,9.857731769895829e-05,0.02760521110895729,0.04997501249375312,1.0522833708783361,1.0,
