split,scope,model,target,n,log_loss,brier,balanced_accuracy,macro_f1
dev,bin_20+,B3_M1_MULTI_LLM,counterparty_breadth,250,0.9526453558989839,0.5576611022753987,0.5467313585291113,0.5573966263621436
dev,bin_20+,B3_M1_MULTI_LLM,new_counterparties,250,0.9404459457096144,0.5385171322857578,0.5667576133388453,0.5765059278432876
dev,bin_20+,B4_M1_VERIFIED_LLM,activity,250,0.7949760197543383,0.4989535632945191,0.588056206088993,0.6093169898049385
dev,bin_20+,B4_M1_VERIFIED_LLM,active_days,250,1.0906753259073867,0.641148714634317,0.5250218837058104,0.5209527632811454
dev,bin_20+,B4_M1_VERIFIED_LLM,counterparty_breadth,250,0.9125336233277893,0.5514106288241207,0.49592348407465875,0.5006208997776406
dev,bin_20+,B4_M1_VERIFIED_LLM,new_counterparties,250,0.9171003580302672,0.5156950969637331,0.572098663359515,0.5830125494496643
test,all,B0_M1,activity,1000,0.7724515043583303,0.4740663267210287,0.6633233938736786,0.6375513551383788
test,all,B0_M1,active_days,1000,0.8577933431280974,0.5298993352027149,0.6059455104490373,0.582523008177723
test,all,B0_M1,counterparty_breadth,1000,0.8127832406679032,0.4941404851958587,0.6485818775606323,0.6212791115830736
test,all,B0_M1,new_counterparties,1000,0.7995032458059628,0.48491346807776947,0.6395331405301778,0.6091443950391665
test,all,B1_M1_DETERMINISTIC,activity,1000,0.7884666532414767,0.47478392230769395,0.6681710511544227,0.6409467001087941
test,all,B1_M1_DETERMINISTIC,active_days,1000,0.8745523095231104,0.5359745420955015,0.5908515431033066,0.5649015717571598
test,all,B1_M1_DETERMINISTIC,counterparty_breadth,1000,0.8152622030678037,0.49399031218806033,0.6410647422290418,0.6160533970724109
test,all,B1_M1_DETERMINISTIC,new_counterparties,1000,0.7971237153002027,0.4818396569963366,0.640862504925432,0.6163630754307032
test,all,B2_M1_SINGLE_LLM,activity,1000,0.772757123164419,0.47192103500500526,0.6680258845319268,0.63843832000552
test,all,B2_M1_SINGLE_LLM,active_days,1000,0.8590071214583486,0.5309742485427978,0.616602816005963,0.5927479571768371
test,all,B2_M1_SINGLE_LLM,counterparty_breadth,1000,0.8183288789494172,0.49848583347396097,0.6380533096710753,0.6126810981406452
test,all,B2_M1_SINGLE_LLM,new_counterparties,1000,0.7966915348399777,0.48388314618665823,0.6397118623463586,0.6098690685680096
test,all,B3_M1_MULTI_LLM,activity,1000,0.7806168516804215,0.4767716605924526,0.6691194754899438,0.6419985972500356
test,all,B3_M1_MULTI_LLM,active_days,1000,0.8644497884605061,0.5382694878597502,0.5895032802249297,0.5621428435855457
test,all,B3_M1_MULTI_LLM,counterparty_breadth,1000,0.8220732280229873,0.5015817035352363,0.6351674353134941,0.6060117595795101
test,all,B3_M1_MULTI_LLM,new_counterparties,1000,0.7879404633620534,0.47805414817817876,0.6460367009972896,0.6174540720844575
test,all,B4_M1_VERIFIED_LLM,activity,1000,0.8148776271528413,0.4945047244389298,0.6530951501864316,0.6083780271338262
test,all,B4_M1_VERIFIED_LLM,active_days,1000,0.8855713483702883,0.5460246643412409,0.5969844949768986,0.5641258516401847
test,all,B4_M1_VERIFIED_LLM,counterparty_breadth,1000,0.8443624512722472,0.5164703259635669,0.624393770502891,0.5893618352174191
test,all,B4_M1_VERIFIED_LLM,new_counterparties,1000,0.815961523180097,0.4933358641057116,0.6452440066241162,0.6054103895823819
test,low_activity,B0_M1,activity,500,0.6877278642933556,0.4288313652816497,0.6422034296452901,0.5918199740502409
test,low_activity,B0_M1,active_days,500,0.7153322894624683,0.4539649211437181,0.6217525459647194,0.5750302618072577
test,low_activity,B0_M1,counterparty_breadth,500,0.686037023611486,0.43117068916614315,0.628647460734075,0.5690778759159985
test,low_activity,B0_M1,new_counterparties,500,0.6712848808071783,0.4220617866255936,0.6511065408819227,0.599027662077015
test,low_activity,B1_M1_DETERMINISTIC,activity,500,0.6902082214569412,0.4269748352642334,0.6447874089734554,0.5989160683905442
test,low_activity,B1_M1_DETERMINISTIC,active_days,500,0.7184962863129725,0.45397498594324526,0.6075930359062239,0.5488770237804325
test,low_activity,B1_M1_DETERMINISTIC,counterparty_breadth,500,0.6880636427756672,0.4306419389990676,0.6349862517185352,0.5866641541443939
test,low_activity,B1_M1_DETERMINISTIC,new_counterparties,500,0.6760136947334491,0.42171791301008593,0.6364141003795359,0.5908761361732031
test,low_activity,B2_M1_SINGLE_LLM,activity,500,0.6990175097308451,0.4351654843074527,0.6462915839152625,0.5951391840757102
test,low_activity,B2_M1_SINGLE_LLM,active_days,500,0.7109441853577625,0.4521935267816523,0.6252371001183866,0.5646640699608066
test,low_activity,B2_M1_SINGLE_LLM,counterparty_breadth,500,0.6845213246513963,0.4296290143897357,0.6363194184060326,0.5908954066419401
test,low_activity,B2_M1_SINGLE_LLM,new_counterparties,500,0.6676936757100423,0.42030526804812646,0.6452706591286097,0.5920538145754582
test,low_activity,B3_M1_MULTI_LLM,activity,500,0.6964317225109492,0.435296985930975,0.6410464048519017,0.5911149803343446
test,low_activity,B3_M1_MULTI_LLM,active_days,500,0.7228677552866432,0.4618591908306138,0.6128394892154875,0.5530461154661854
test,low_activity,B3_M1_MULTI_LLM,counterparty_breadth,500,0.6916254249583565,0.43467775812649,0.6352508019830855,0.5792762022854633
test,low_activity,B3_M1_MULTI_LLM,new_counterparties,500,0.6784078157088929,0.4253932857838013,0.6517384738067564,0.599862164367357
test,low_activity,B4_M1_VERIFIED_LLM,activity,500,0.7146505095742388,0.4383098761569126,0.640952783650458,0.5899296655599177
test,low_activity,B4_M1_VERIFIED_LLM,active_days,500,0.7393273994382595,0.4586681508109584,0.6341501568676186,0.5871569086651053
test,low_activity,B4_M1_VERIFIED_LLM,counterparty_breadth,500,0.7109999590205398,0.4390203486805281,0.6338270216222972,0.5850222751333988
test,low_activity,B4_M1_VERIFIED_LLM,new_counterparties,500,0.6933317982786658,0.4264631672156387,0.6489232690492043,0.5886243902227597
test,active,B0_M1,activity,500,0.8571751444233049,0.5193012881604077,0.6181411332214497,0.6066855495500237
test,active,B0_M1,active_days,500,1.0002543967937265,0.6058337492617119,0.5529107284725262,0.5420962227298807
test,active,B0_M1,counterparty_breadth,500,0.9395294577243205,0.5571102812255742,0.6122635216093161,0.6018467621389653
test,active,B0_M1,new_counterparties,500,0.9277216108047474,0.5477651495299454,0.5845751469000239,0.568764262991674
test,active,B1_M1_DETERMINISTIC,activity,500,0.886725085026012,0.5225930093511545,0.6261564336726169,0.612988021085486
test,active,B1_M1_DETERMINISTIC,active_days,500,1.0306083327332483,0.6179740982477578,0.5272974528592506,0.5161782393607564
test,active,B1_M1_DETERMINISTIC,counterparty_breadth,500,0.9424607633599406,0.557338685377053,0.583448698518792,0.5746372473183236
test,active,B1_M1_DETERMINISTIC,new_counterparties,500,0.9182337358669563,0.5419614009825873,0.5995077622112837,0.5871044339423707
test,active,B2_M1_SINGLE_LLM,activity,500,0.8464967365979931,0.5086765857025577,0.6334753674360484,0.6146027744770687
test,active,B2_M1_SINGLE_LLM,active_days,500,1.0070700575589346,0.6097549703039431,0.5658126205879014,0.5566599701075451
test,active,B2_M1_SINGLE_LLM,counterparty_breadth,500,0.9521364332474381,0.5673426525581863,0.5782425308126243,0.5685884766733208
test,active,B2_M1_SINGLE_LLM,new_counterparties,500,0.925689393969913,0.5474610243251901,0.5917693915043404,0.576234772190788
test,active,B3_M1_MULTI_LLM,activity,500,0.8648019808498938,0.51824633525393,0.6410177052229318,0.6227996668107146
test,active,B3_M1_MULTI_LLM,active_days,500,1.006031821634369,0.6146797848888866,0.5230373559025244,0.5107296451953333
test,active,B3_M1_MULTI_LLM,counterparty_breadth,500,0.9525210310876181,0.5684856489439828,0.5802912545903199,0.5666866483731755
test,active,B3_M1_MULTI_LLM,new_counterparties,500,0.8974731110152141,0.5307150105725562,0.6032339041047864,0.5881536837360474
test,active,B4_M1_VERIFIED_LLM,activity,500,0.9151047447314438,0.5506995727209469,0.6293066120325771,0.580266041473061
test,active,B4_M1_VERIFIED_LLM,active_days,500,1.0318152973023171,0.6333811778715233,0.5295308623960309,0.508840282524493
test,active,B4_M1_VERIFIED_LLM,counterparty_breadth,500,0.9777249435239546,0.5939203032466059,0.5694187537645482,0.545994414843434
test,active,B4_M1_VERIFIED_LLM,new_counterparties,500,0.9385912480815283,0.5602085609957846,0.6049700590404868,0.5809030300690211
test,bin_1-2,B0_M1,activity,250,0.6438724689016396,0.40244180113337963,0.607905982905983,0.5565656565656566
test,bin_1-2,B0_M1,active_days,250,0.6250968459690689,0.3953537358485237,0.6163337129723685,0.5797259627348942
test,bin_1-2,B0_M1,counterparty_breadth,250,0.633592367827499,0.396477985122582,0.6117843343870741,0.5587659068021605
test,bin_1-2,B0_M1,new_counterparties,250,0.6174073332871184,0.38961972486246454,0.6415579565159397,0.6056244207599629
test,bin_1-2,B1_M1_DETERMINISTIC,activity,250,0.6536414896107683,0.40552138156164264,0.607905982905983,0.5565656565656566
test,bin_1-2,B1_M1_DETERMINISTIC,active_days,250,0.6232107598617008,0.3945304682903831,0.6166004863483855,0.572889979937953
test,bin_1-2,B1_M1_DETERMINISTIC,counterparty_breadth,250,0.6412986294031007,0.3995629164696773,0.6053740779768176,0.5632779406972955
test,bin_1-2,B1_M1_DETERMINISTIC,new_counterparties,250,0.6190156010467547,0.390990974366325,0.6301747365612912,0.6016070075476015
test,bin_1-2,B2_M1_SINGLE_LLM,activity,250,0.6527516380498133,0.4060108579554842,0.607905982905983,0.5565656565656566
test,bin_1-2,B2_M1_SINGLE_LLM,active_days,250,0.6222148214582908,0.39374454965267036,0.6100645386359672,0.5597442680776014
test,bin_1-2,B2_M1_SINGLE_LLM,counterparty_breadth,250,0.6367562227991573,0.39795447268974565,0.611784334387074,0.5694507802034684
test,bin_1-2,B2_M1_SINGLE_LLM,new_counterparties,250,0.6191611110470485,0.39004698250373143,0.6415579565159397,0.6056244207599629
test,bin_1-2,B3_M1_MULTI_LLM,activity,250,0.6407794368833841,0.3967732205950922,0.6245845204178537,0.5740564575733734
