target_address,bridges_events,icf_score_p1,icf_raw_signal
0xf093527b0062f578e40982200e88a004ba8e4578,151,90.04231077009472,1.4380952380952374
0x48947015e7e7c7eb129fcdb006dafb90257cc09e,154,89.99099179003379,1.8780487804878048
0x445816ca9bb0146940b802d49ce146787c73b5ca,1049,89.78041040526362,1.731023102310231
0xcb60a7e36bc53410c54b2af8d2992b0d416a33fa,140,89.5845225797735,3.2558139534883708
0xeaf8cf26b813c421c000f76f14a80fd9976c4aa2,148,89.53382800588007,1.1472868217054264
0xb32b4350c25141e779d392c1dbe857b62b60b4c9,319,89.41802001502167,0.768674698795181
0x9250f8149067fc068189f95e92f0eea9673f62d0,177,89.20853928402437,0.6389891696750905
0x13bd01008aa2bca93cbb4c5c950825f6d70e5498,481,89.03795334611424,1.6033333333333317
0x9d509c23f0170760920fdf24d0315e7e70903fc6,230,88.95086119472181,3.108108108108107
0x54c6c8a116cb38f026f2d56d87d96b6d190d4aa4,189,88.67142213432783,7.874999999999998
0x81280e05e74143fca3dd7e44fb0197710df6d863,778,88.30964167735628,18.093023255813975
0x388f87fd24b07bbba4500f5fb059375892ed5872,201,87.94796732174947,4.27659574468085
0x773acf0bea96d47dcb7d3ed4a7427e287000418c,178,87.74398043965476,4.045454545454545
0x0725cf86d60e18993f6c4221c3a449968118f2ba,430,87.24977259133605,4.479166666666669
0x520e3ff45c84b87dfbe6ad5b7c1e0ddf09f6fb19,276,87.02484917181792,6.133333333333333
0xb69e9610747520016bde2a89e3407c5992759748,1071,86.56990536729509,6.693749999999986
0x11fa0722b3e790d9974f7b5d72b11b2e6497e10f,388,86.4274850327426,10.210526315789465
0x8b5b9497e096ee6ffd6041d1db37a2ac2b41ab0d,195,86.18767784432362,2.635135135135134
0x634a243952c662c1623b473c934969c738ebf510,562,86.092532781693,5.063063063063067
0xce266203cc90f26b346a9f359fea7ced2f4e62dd,234,86.04245392724062,1.4810126582278489
0x1af8c7140cd8afcd6e756bf9c68320905c355658,106,85.95699244950983,0.9298245614035087
0xefb9d0f98bc9a909873158c0f832fa5a60fcf0eb,273,85.75503087648681,4.475409836065576
0xb6c4ce4eae85066f8fc45093d12444c8b89a6aa9,413,85.75019089963564,5.506666666666663
0x1010595f96ab62b31bfeac411ec5f8f60db5dc23,125,85.70847232278886,2.4038461538461533
0xe643f2eadc6ecbdab108383ef70c44db32fc980e,294,85.6715841689241,4.666666666666666
0x6d0267156f1c6ce44caa4bf129b76009d3d41830,187,85.576361507802,2.527027027027027
0x9de120390bc60eb3b6adc5b1ec10b7e65dc98dd5,240,85.4396523813722,0.8727272727272727
0x5af278b1c423a320425cd46f3f6e9c08c814bf86,539,85.40996649973546,2.867021276595745
0x043282267fdd6707a79d710986cb33bb796ab968,139,85.39950847526904,1.674698795180723
0xdb5cf3013a437ce5437b241b9f39b04f5d0bbb71,92,85.39645744390953,0.8518518518518519
0xc30ff4f242d355ca012514c03cc63004b4616b3b,1308,85.22394846894677,4.062111801242242
0xc744292112d53b4857f7f0c4c210a4fc45977a29,197,85.10203398778583,14.071428571428568
0xc7f2be6f8890d98277c848c8904ec2a4879dfc25,218,84.95888016162051,3.6949152542372894
